State,Owner,County,Parcel #,Acres,Section,Township,Range,Starting Bid
Arkansas,JEFFREY  BEYLER,GARLAND,68018,0,12,01S,19W,114.55
Arkansas,JOHN H  HEWINS,GARLAND,67737,0,12,01S,19W,114.24
Arkansas,JONATHAN  GARY,GARLAND,67607,0,12,01S,19W,114.35
Arkansas,DALIA RUBENSTEIN  ZELMANOVITZ & JUDITH WINKLER,GARLAND,67094,0,11,01S,19W,107.21
Arkansas,VILLAGE ANIMAL GROUP INC,GARLAND,67046,0,11,01S,19W,114.55
Arkansas,DONALD & HELEN  PETTY,GARLAND,67044,0,11,01S,19W,114.55
Arkansas,"STROLL  FAMILY TRUST, HAROLD E & BEVERLY M STROLL CO-TRUSTEES",GARLAND,67014,0,11,01S,19W,114.55
Arkansas,DIANA T  GESSNER,GARLAND,66455,0,11,01S,19W,114.55
Arkansas,CHARLES L JR & RODEMA  JARRETT,GARLAND,66340,0,11,01S,19W,114.4
Arkansas,COLEMAN O & EVELYN  LEBLEU,GARLAND,65840,0,10,01S,19W,114.36
Arkansas,NICHOLAS & MARY  BLACKFORD,GARLAND,65787,0,10,01S,19W,114.55
Arkansas,KEN W & MANEEN R  RILEY,GARLAND,65429,0,10,01S,19W,114.55
Arkansas,BARBARA  SIMONS,GARLAND,65372,0,10,01S,19W,114.55
Arkansas,BARBARA  SIMONS,GARLAND,65362,0,10,01S,19W,114.55
Arkansas,CLYDE J & THELMA M  MOORE,GARLAND,65285,0,10,01S,19W,114.55
Arkansas,PROFESSIONAL  HOUSING & LAND LLC,GARLAND,65060,0,10,01S,19W,114.55
Arkansas,PROFESSIONAL  HOUSING & LAND LLC,GARLAND,65052,0,10,01S,19W,114.55
Arkansas,SAM  CLARK JR,GARLAND,64480,0,9,01S,19W,119.7
Arkansas,EBONY  SMITH,GARLAND,62044,0,3,01S,19W,119.7
Arkansas,CARLA A & TIMOTHY J  BEEM,GARLAND,60690,0,2,01S,19W,119.7
Arkansas,JAYCOB  MCMILLAN,GARLAND,58705,0,22,01S,18W,128.32
Arkansas,US  PRIVATE LENDERS LLC,GARLAND,58109,0,21,01S,18W,107.21
Arkansas,US  PRIVATE LENDERS LLC,GARLAND,58012,0,21,01S,18W,107.02
Arkansas,US  PRIVATE LENDERS LLC,GARLAND,57356,0,21,01S,18W,265.99
Arkansas,US  PRIVATE LENDERS LLC,GARLAND,57305,0,21,01S,18W,265.77
Arkansas,DENNIS L & KATHY  ROBINSON,GARLAND,56893,0,20,01S,18W,112.79
Arkansas,BYRON D  GATHWRIGHT,MILLER,549-010-0R,0.133,29,15S,28W,751.7
Arkansas,BETTY L  HILL%SIERRA RICHARDSON,MILLER,247-069-0R,0.143,20,15S,28W,3780.55
Arkansas,CHEAP  HOME FINDERS INC,MILLER,159-006-0R,0.129,32,15S,28W,3311.82
Arkansas,FAIR  PLAY LLC,BAXTER,010-02080-000,0,04,18N,12W,148.62
Arkansas,MOHAMED ABDUL AZIZ  ARNOUS,BAXTER,010-00979-000,0,32,19N,12W,167.39
Arkansas,JIMMY  POLK,JEFFERSON,930-68571-000,0,33,05S,09W,6919.96
Arkansas,JEFF  PUCKETT,JEFFERSON,930-65039-000,0.01,18,06S,09W,246.32
Arkansas,AOK  LAND TRUST C/O MICCAH HILL TRUSTEE,JEFFERSON,930-62972-000,0,31,05S,09W,888.63
Arkansas,TRACY  GARDNER,JEFFERSON,930-61841-000,0,09,06S,09W,1549.22
Arkansas,BERRY'S  INVESTMENT ENTERPRISE CORPORATION,JEFFERSON,930-44364-000,0,09,06S,09W,10902
Arkansas,SIMON & MUTSA  ABSON,JEFFERSON,930-43693-000,0,10,06S,09W,1158.81
Arkansas,REOLA  JOHNSON,JEFFERSON,930-39176-000,0,07,06S,09W,513.62
Arkansas,BETTY LEE  THOMPSON,JEFFERSON,930-39164-000,0,07,06S,09W,3997.88
Arkansas,DENNIS CHRISTIAN  POWER,JEFFERSON,930-31313-000,0,07,06S,09W,206.17
Arkansas,OZIE LEE  JOHNSON ET AL,JEFFERSON,930-26667-000,0,10,06S,09W,841.01
Arkansas,ELIGHA & CHARLINA  LACY,JEFFERSON,930-23857-000,0,10,06S,09W,1291.69
Arkansas,MULLIGAN  BAY LLC,JEFFERSON,930-23581-001,0,10,06S,09W,759.05
Arkansas,JULIUS & AUDREY  PEARSON,JEFFERSON,930-17865-904,0,01,06S,10W,1708.24
Arkansas,WANDA CUMMINGS  YOUNG ET AL,JEFFERSON,930-17865-157,0,12,06S,10W,269.58
Arkansas,ADAM  HARRISON,JEFFERSON,930-12850-000,0,27,05S,10W,518.98
Arkansas,RB  SOLUTIONS INVESTMENTS LLC,JEFFERSON,930-12435-000,0,27,05S,10W,1345.38
Arkansas,JACKIE  RAINEY,JEFFERSON,930-12411-000,0,27,05S,10W,8072
Arkansas,MILES  OF MULLEN LLC,JEFFERSON,930-06643-000,0,15,06S,09W,10015.05
Arkansas,HELEN B  HENSLEY ET AL,JEFFERSON,930-03339-000,0,16,06S,09W,1765.28
Arkansas,EDWARD  JONES,JEFFERSON,930-00638-000,0,10,06S,09W,200.17
Arkansas,EDNA  WILLIAMS,JEFFERSON,706-00059-000,0,30,05S,09W,295.77
Arkansas,TRAIAN  JORDAN,ASHLEY,700-00114-000,0.08,22,16S,04W,287.54
Arkansas,LARRY & BARBARA  HALL,CLEVELAND,25155-00,0.25,01,09W,11W,435.14
Arkansas,LARRY  HALL%LARRY W & BARBARA HALL,CLEVELAND,20626-00,0,,,,657.9
Arkansas,LARRY W & BARBARA L  HALL JOINT REVOCABLE,CLEVELAND,20003-00,0,,,,394.31
Arkansas,LARRY  HALL%LARRY W & BARBARA HALL,CLEVELAND,15789-00,0,36,08S,11W,194.78
Arkansas,LARRY  HALL%LARRY W & BARBARA,CLEVELAND,15788-00,0,36,08S,11W,194.78
Arkansas,LARRY  HALL%LARRY W & BARBARA HALL,CLEVELAND,15762-00,0,36,08S,11W,200.27
Arkansas,LUCAS RICARDO  GREGSON &  JENNIFER GREGSON,CHICOT,050-03977-000,0.22,30,13S,03W,296.02
Arkansas,LUCAS RICARDO  GREGSON &  JENNIFER GREGSON,CHICOT,050-03976-000,0.11,30,13S,03W,294.16
Arkansas,LINDA  JAMES ETAL TRAVIS BLAKE,CHICOT,050-03963-000,0.22,30,13S,03W,304.07
Arkansas,MOSES  KORANI ETUX ARUNASREE%KORANI MOSES,CHICOT,050-03934-000,0.16,30,13S,03W,302.35
Arkansas,BRYAN KENT  STEARNS,CHICOT,050-03757-000,0.16,31,13S,03W,757.7
Arkansas,LANDANDYOU  LLC,CHICOT,050-03716-000,0.14,31,13W,03W,254.86
Arkansas,MULHOLLAND  SERVICE LLC,CHICOT,050-03390-000,0.24,06,14S,03W,273.15
Arkansas,MULHOLLAND  SERVICES LLC%MULHOLLAND SERVICE LLC,CHICOT,050-02883-000,0.17,32,13S,03W,262.2
Arkansas,LORETTA J  HUDSPETH ETAL (DAVIE MADDOX)%LANDANDYOU LLC,CHICOT,050-02278-000,0.16,29,13S,03W,262.2
Arkansas,PETOBEGO  LLC,CHICOT,050-01675-000,0.16,30,13S,03W,268.25
Arkansas,PETOBEGO  LLC,CHICOT,050-01045-000,0.16,30,13S,03W,294.69
Arkansas, LEONARD  SHEIL,CHICOT,050-00104-000,0.6,32,13S,03W,345.84
Arkansas,CHARLES & KATHY  BOHANNON,LINCOLN,700-00502-000,0.18,35,08S,05W,891.67
Arkansas,BOBBY R  HUDSON,DESHA,001-07246-002,0.1,24,10S,04W,303.32
Arkansas,PEARL JONES,CHICOT,050-03608-000,0,,,,9260.9
Arkansas,US  PRIVATE LENDERS LLC,CARROLL,320-02592-000,0.33,22,21N,26W,1186.75
Arkansas,HISID   ,CARROLL,320-01848-000,0.55,16,21N,26W,565.35
Arkansas,HOL  IS DEV CORP,CARROLL,320-00659-000,0.59,14,21N,26W,539.51
Arkansas,JUDY  ALEXANDER,CARROLL,320-00484-000,0,15,21N,26W,546.76
Arkansas,MARCUS A  LEWIS,CARROLL,320-00446-000,0,15,21N,26W,546.26
Arkansas,LIVE  THE DREAM INVESTMENTS LLC,CARROLL,320-00443-000,0,15,21N,26W,546.26
Arkansas,BEVERTY  SPINNEY,CARROLL,320-00363-000,0,15,21N,26W,546.16
Arkansas,LAND  AND YOU LLC,CARROLL,320-00256-000,0,15,21N,26W,547.05
Arkansas,SUPERIOR  REAL ESTATE SOLUTIONS LLC,PULASKI,35L0060003100,0,6,1N,11W,8634.53
Arkansas,CLINTON  WHITE,PULASKI,34L3130012300,0.32,19,1N,12W,1451.96
Arkansas,LUE BERTHA  CONLEY,PULASKI,34L2790007200,0,15,1N,12W,6455.2
Arkansas,TANYA  SABAASTION GARDNER,PULASKI,34L2750300500,0,16,1N,12W,6617.82
Arkansas,CURTIS M  GATHWRIGHT,PULASKI,34L2750114500,0,9,1N,12W,5145.43
Arkansas,LENORE  PHILLIPS,PULASKI,34L2750113200,0,16,1N,12W,8494.49
Arkansas,CANAAN  PROPERTIES/CLIFTON R WHITE/PEGGY TIDWELL,PULASKI,34L2710010500,0.3,15,1N,12W,14235.6
Arkansas,REGINA  WILTON,PULASKI,34L2570001500,0,15,1N,12W,3746.57
Arkansas,DAVID  JACKSON JR,PULASKI,34L1780000300,0,8,1N,12W,3664.17
Arkansas,NICHOLAS ANTHONY  SAVO,PULASKI,34L1390000200,0.16,7,1N,12W,5918.09
Arkansas,GREATER  PARADISE COVENANT CHURCH,PULASKI,34L0920024500,0,8,1N,12W,7566.55
Arkansas,SEARCY J  EWELL JR,PULASKI,34L0920002500,0,5,1N,12W,5835.52
Arkansas,DOROTHY  CARTER,PULASKI,33N3180008600,0,36,2N,12W,8248.31
Arkansas,ROBT D  SMEBY,PULASKI,33N1640002000,0,22,2N,12W,10559.89
Arkansas,TRACIE VALECE  BROWN,PULASKI,33N1530000800,0,22,2N,12W,691.9
Arkansas,VIRGINIA M  ECHOLS,PULASKI,33N1370000107,0,21,2N,12W,1393.12
Arkansas,RONDA K  RAMEY,PULASKI,23N0610018800,0,2431,PS,SLG,13347.55
Arkansas,PETOBEGO  LLC,PULASKI,23N0460049000,0.15,31,2N,11W,7400.8
Arkansas,ALTA  BOOKOUT,PULASKI,23N0200002700,0,28,2N,11W,8113.94
Arkansas,BYRON D  GATHWRIGHT,SEBASTIAN,18883-0000-00131-20,0.01,03,08N,32W,191.78
Arkansas,JOHNNY H  CAROLINE,CONWAY,006-02156-000,0,13,06N,17W,4440.26
Arkansas,TOMMY MICHAEL  BRIGGS,PHILLIPS,704-00889-000,0.2,23,2S,5E,2272.66
Arkansas,S & B  PIZZA LLC,PHILLIPS,704-00864-000,0.2,23,2S,5E,7648.2
Arkansas,S & B  PIZZA LLC,PHILLIPS,704-00863-000,0.2,23,2S,5E,3970.59
Arkansas,S & B  PIZZA LLC,PHILLIPS,704-00862-000,0.2,23,2S,5E,4250.44
Arkansas,DOROTHEA  BILLUPS,PHILLIPS,703-03184-000,0,01,2S,4E,1788.97
Arkansas,LAVONTE  JEFFERSON,PHILLIPS,703-03182-000,0.2,01,2S,4E,1277.94
Arkansas,CHRISTINE WALLACE  SHERMAN & ETA AL,CRITTENDEN,210721000000,0.19,04,07N,06E,2684.85
Arkansas,LITTLE  CUSTOM HOMES LLC,MISSISSIPPI,357-00052-000,0.44,33,11N,09E,4438.86
Arkansas,MOHAMED  ALKAYFEE%MOARK LAND LLC,MISSISSIPPI,305-06628-000,0.16,14,15N,11E,2819.78
Arkansas,SHARON  TAMARO%DAVID THOMPSON,MISSISSIPPI,305-06440-000,0.14,15,15N,11E,4751.81
Arkansas,EUGENE  & FANNIE MAE BURKS,MISSISSIPPI,305-05752-000,0.16,17,15N,11E,8997.15
Arkansas,LISA  CECIL,MISSISSIPPI,305-03832-000,0.17,10,15N,11E,2689.76
Arkansas,PATRICK  JOHNSON,MISSISSIPPI,301-00968-000,0.11,01,12N,10E,1774.64
Arkansas,CLYDE  JONES,CLAY,761-01011-000,0.18,11,20N,08E,3601.91
Arkansas,TYRONE & SEAN T  POWELL,SHARP,288-00133-000,0,21,19N,05W,255.42
Arkansas,JO NELL  BALLARD,SHARP,224-00181-000,0,20,19N,05W,235.21
Arkansas,NICHOLAS & ELEANORA  TRITASK%TRITASK FAM REV LIV TRUST,FULTON,420-22006-000,0,,,,223.53
Arkansas,EDDIE  HARDIN,FULTON,405-21469-000,0,,,,141.28
Arkansas,WILLIAM T & GLORIA MAE  WOODLEY REVOCABLE TRUST%WILLIAM WIIDLEY TRUST,FULTON,400-21370-000,0,,,,141.28
Arkansas,DANIEL P & BURNETT JONATHAN E & BARNISH K  BURNETT,FULTON,400-21363-000,0,,,,141.28
Arkansas,ANN M & JOHN F  KURTZ,FULTON,400-21187-000,0,,,,141.28
Arkansas,SUSANNE L  WALULIK,FULTON,390-20835-000,0,,,,141.28
Arkansas,ROBERT  CHARGCHIAN,FULTON,385-20753-000,0,,,,223.53
Arkansas,THOMAS & WILLIAM F  CLOONAN,FULTON,380-20583-000,0,,,,223.53
Arkansas,LYNN H  BROWN,FULTON,380-20537-000,0,,,,223.53
Arkansas,KHATCHIK  BALYAN,FULTON,380-20522-000,0,,,,223.53
Arkansas,RONALD & DARLENE  VEGTER,FULTON,380-20517-000,0,,,,223.53
Arkansas,JOHN R & ALICE  OSBORN,FULTON,375-20442-000,0,,,,141.28
Arkansas,LOUISE  YENTES,FULTON,370-20334-000,0,,,,223.53
Arkansas,BETTY  CAMPBELL,FULTON,370-20324-000,0,,,,223.53
Arkansas,STEPHEN & POPIL JAIME  LYON,FULTON,370-20283-000,0,,,,216.58
Arkansas,ANNE & STEELE BEVERLY M  BENNETT,FULTON,365-20149-000,0,,,,141.28
Arkansas,HAROLD  DIKEMAN,FULTON,365-20122-000,0,,,,141.28
Arkansas,CLIFFORD  SEIBEL,FULTON,360-19933-000,0,,,,141.28
Arkansas,WILLIAM & NORMA J  LEE,FULTON,355-19851-000,0,,,,141.28
Arkansas,HELIO & ROSANNE  PEREZ,FULTON,355-19824-000,0,,,,141.28
Arkansas,JAMES R & JENNIFER L  MORRIS,FULTON,350-19551-000,0,,,,223.53
Arkansas,DWIGHT  SMITH,FULTON,345-19316-000,0,,,,141.28
Arkansas,DEANNE L  GREENAWALT,FULTON,335-18659-000,0,,,,223.53
Arkansas,DEANNE L  GREENAWALT,FULTON,335-18658-000,0,,,,223.53
Arkansas,STANLEY & MARY  PERZANOWSKI,FULTON,335-18590-000,0,,,,141.28
Arkansas,RICHARD J  MROZEK,FULTON,325-18403-000,0,,,,289.81
Arkansas,WALTER % REBECCA  SECORE,FULTON,325-18360-000,0,,,,297.15
Arkansas,DONALD L   FUESS TRUST%DONALD L FUESS,FULTON,325-18351-000,0,,,,289.81
Arkansas,EWALD R  ZIMMERMAN,FULTON,320-18289-000,0,,,,323.53
Arkansas,MARCEL & BEVERLY  DEMAS,FULTON,320-18212-000,0,,,,323.53
Arkansas,A & MAMIKONIAN LUIZA  TOROSYAN,FULTON,310-17911-000,0,,,,241.28
Arkansas,VERNON  KEMPLIN,FULTON,310-17895-000,0,,,,241.28
Arkansas,CHEROKEE VILLAGE  SUBURBAN IMPROVEMENT,FULTON,310-17880-000,0,,,,241.67
Arkansas,STANLEY & MARY  PERZANOWSKI,FULTON,310-17875-000,0,,,,241.28
Arkansas,RONALD D  OWLSEY,FULTON,305-17788-000,0,,,,241.28
Arkansas,HAL A  OKERBERG,FULTON,305-17693-000,0,,,,241.28
Arkansas,R W & BARBARA E  LYERLY,FULTON,305-17663-000,0,,,,241.28
Arkansas,ANNE & STEELE BEVERLY M  BENNETT,FULTON,295-17491-000,0,,,,323.53
Arkansas,CVSID  FORECLOSURE,FULTON,295-17423-000,0,,,,316.58
Arkansas,JACKIE L  SOUTH,FULTON,295-17411-000,0,,,,323.53
Arkansas,CVSID  FORECLOSURE,FULTON,295-17374-000,0,,,,316.58
Arkansas,CVSID  FORECLOSURE,FULTON,295-17368-000,0,,,,316.58
Arkansas,CVSID  FORECLOSURE,FULTON,295-17367-000,0,,,,316.58
Arkansas,FARMS LP  CLARK-RUSSELL,FULTON,295-17325-000,0,,,,323.53
Arkansas,ARCH K  ROACH%LISA PECKENPAUGH,FULTON,290-17279-000,0,,,,248.62
Arkansas,RONALD C  BROWN,FULTON,275-16580-000,0,,,,241.28
Arkansas,WALTER  CHAPMAN,FULTON,270-16485-000,0,,,,241.28
Arkansas,JOE & MARLENE  LALICATA,FULTON,270-16444-000,0,,,,241.28
Arkansas,STEPHEN E  COPPLE,FULTON,265-16237-000,0,,,,241.28
Arkansas,GEORGE J  KRISTINA,FULTON,265-16202-000,0,,,,241.28
Arkansas,CLAUDE L & ELAINE M  FAIRCHILD%FAIRCHILD FAMILY TRUST,FULTON,260-16115-000,0,,,,344.47
Arkansas,GRACE MAXINE  CLARK,FULTON,260-16095-000,0,,,,344.47
Arkansas,NEUMANN  TRUST%ALLEN R & DIANE K NEUMAN,FULTON,260-15983-000,0,,,,344.47
Arkansas,THOMAS  GRISMORE%ANNA GRISMORE,FULTON,255-15935-000,0,,,,241.28
Arkansas,RICHARD  CLARKE,FULTON,255-15919-000,0,,,,323.53
Arkansas,CAROLYN J  FISHER,FULTON,255-15828-000,0,,,,248.62
Arkansas,IRIS  BAKER,FULTON,255-15823-000,0,,,,241.28
Arkansas,JAMES E  SNIDER,FULTON,250-15765-000,0,,,,248.62
Arkansas,TIMOTHY  GROVER,FULTON,250-15655-000,0,,,,323.53
Arkansas,PAUL D  WATKINS,FULTON,245-15544-000,0,,,,222.38
Arkansas,ARK BAPTIST FAMILY  CHILD CAR%ARKANSAS BAPTIST CHILD HOMES/FAM,FULTON,240-15246-000,0,,,,248.62
Arkansas,SVETLANA  MKHITARIAN,FULTON,240-15228-000,0,,,,249.75
Arkansas,SVETLANA  MKHITARIAN,FULTON,240-15224-000,0,,,,241.28
Arkansas,ROGER D & CAROL R  WEEDMAN,FULTON,240-15219-000,0,,,,241.28
Arkansas,KANIAH MARIE  CUSACK,FULTON,240-15196-000,0,,,,316.58
Arkansas,LOY E  STEWARD,FULTON,235-15090-000,0,,,,241.28
Arkansas,MELVIN J  HANES,FULTON,235-15061-000,0,,,,241.28
Arkansas,JAMES C  LOUALLEN,FULTON,235-15003-000,0,,,,323.53
Arkansas,RHONDA & THOMAS  ALLEN,FULTON,235-14980-000,0,,,,241.28
Arkansas,BAHMAN  MODIRI,FULTON,235-14937-000,0,,,,241.28
Arkansas,RICHARD  JODOIN,FULTON,230-14770-000,0,,,,323.53
Arkansas,ROBERT B  DUNCAN,FULTON,230-14721-000,0,,,,323.53
Arkansas,HAROLD  TURNER,FULTON,230-14706-000,0,,,,344.47
Arkansas,BRUCE & BRENDA  BLUME,FULTON,230-14704-000,0,,,,344.47
Arkansas,CVSID  FORECLOSURE,FULTON,225-14653-000,0,,,,234.33
Arkansas,EULA E  THURMAN,FULTON,225-14641-000,0,,,,241.28
Arkansas,CVSID  FORECLOSURE,FULTON,225-14604-000,0,,,,234.33
Arkansas,CVSID  FORECLOSURE,FULTON,225-14600-000,0,,,,234.33
Arkansas,CVSID  FORECLOSURE,FULTON,225-14587-000,0,,,,234.33
Arkansas,JAMES E  REDMAN,FULTON,225-14561-000,0,,,,241.28
Arkansas,CVSID  FORECLOSURE,FULTON,225-14544-000,0,,,,234.33
Arkansas, ARSEN  OGANESYAN,FULTON,225-14527-000,0,,,,241.28
Arkansas,CVSID  FORECLOSURE,FULTON,225-14491-000,0,,,,242.28
Arkansas,CHRIS & JEZANAH  JANIAK,FULTON,215-14295-000,0,,,,241.28
Arkansas,CATHERINE S  GALIE,FULTON,215-14291-000,0,,,,234.33
Arkansas,CATHERINE S  GALIE,FULTON,215-14289-000,0,,,,234.33
Arkansas,CATHERINE S  GALIE,FULTON,215-14288-000,0,,,,234.33
Arkansas,CATHERINE S  GALIE,FULTON,215-14285-000,0,,,,234.33
Arkansas,CATHERINE S  GALIE,FULTON,215-14283-000,0,,N,W,234.33
Arkansas,CATHERINE S  GALIE,FULTON,215-14281-000,0,,,,234.33
Arkansas,CATHERINE S  GALIE,FULTON,215-14280-000,0,,,,234.33
Arkansas,CATHERINE S  GALIE,FULTON,215-14271-000,0,,,,234.33
Arkansas,CATHERINE S  GALIE,FULTON,215-14255-000,0,,,,234.33
Arkansas,MARILYN M  HUTCHENS TRUST,FULTON,215-14240-000,0,,,,241.28
Arkansas,ROBERT  CHARGCHIAN,FULTON,215-14213-000,0,,,,241.28
Arkansas,CATHERINE S  GALIE,FULTON,215-14203-000,0,,,,234.33
Arkansas,CATHERINE S  GALIE,FULTON,215-14194-000,0,,,,234.33
Arkansas,CATHERINE S  GALIE,FULTON,215-14180-000,0,,N,W,234.33
Arkansas,CATHERINE S  GALIE,FULTON,215-14179-000,0,,,,234.33
Arkansas,GAREGIN & VARDUHI  MATEVOSSIAN,FULTON,215-14178-000,0,,,,241.28
Arkansas,GAREGIN & VARDUHI  MATEVOSSIAN,FULTON,215-14177-000,0,,,,241.28
Arkansas,GAREGIN & VARDUHI  MATEVOSSIAN,FULTON,215-14176-000,0,,,,241.28
Arkansas,GAREGIN & VARDUHI  MATEVOSSIAN,FULTON,215-14175-000,0,,,,241.28
Arkansas,CATHERINE S  GALIE,FULTON,215-14157-000,0,,,,242.28
Arkansas,BARBARA  HEDGER,FULTON,210-14126-000,0,,,,241.28
Arkansas,STEVEN & STRONG WILLIAM  LAPERLE,FULTON,210-14063-000,0,,,,241.28
Arkansas,JERRY J JR  LEHAN,FULTON,210-14033-000,0,,,,241.28
Arkansas,WILLIAM A  GREGURICH,FULTON,210-14009-000,0,,,,241.28
Arkansas,DONALD & SHIRLEY  HURT,FULTON,210-13995-000,0,,,,241.28
Arkansas,NOLA  GRAMM-SCHROCK,FULTON,205-13888-000,0,28,19N,06W,241.28
Arkansas,JOHNNY M  REYNOLDS,FULTON,205-13865-000,0,28,19N,06W,241.28
Arkansas,WALTER  FIEBELKORN,FULTON,200-13748-000,0,,,,240.94
Arkansas,MICHAEL & SHIRLEY  DAWSON,FULTON,200-13730-000,0,,,,241.28
Arkansas,ROBERTA A  DOUGLAS,FULTON,200-13716-000,0,,,,241.28
Arkansas,MICHAEL S & LINDA S  KEMP,FULTON,190-13581-000,0,,,,357.24
Arkansas,KATHLEEN K  DEJONGHE,FULTON,190-13514-000,0,,,,241.28
Arkansas,ASMIK & DAVTYAN D  ARYRAPETYAN,FULTON,190-13505-000,0,,,,241.28
Arkansas,ROBERT E  SCHEVE,FULTON,185-13346-000,0,,,,323.53
Arkansas,GORDON  BOYLE,FULTON,185-13280-000,0,,,,323.53
Arkansas,DONALD F  COLBY,FULTON,180-13227-000,0,,,,344.47
Arkansas,GLORIA  TAFELSKI,FULTON,180-13208-000,0,,,,344.39
Arkansas,GLORIA  TAFELSKI,FULTON,180-13206-000,0,,,,323.46
Arkansas,LAURA L  DUNCAN,FULTON,180-13191-000,0,,,,323.53
Arkansas,LAURA L  DUNCAN,FULTON,180-13189-000,0,,,,323.53
Arkansas,LAURA L  DUNCAN,FULTON,180-13188-000,0,,,,323.53
Arkansas,LANNY & ANDREA M  PLOUGH,FULTON,180-13133-000,0,,,,323.53
Arkansas,EDGAR A & PATRICIA  WILL,FULTON,180-13118-000,0,23,19N,06W,323.53
Arkansas,IVAN  BLUMOFF REVOCABLE TRUST%IVAN & LINDA BLUMOFF,FULTON,180-13069-000,0,22,19N,06W,323.53
Arkansas,STEVE & JUDY  SHAFFER,FULTON,175-12940-000,0,13,19N,06W,241.28
Arkansas,KARL - HEINZ L  GRUNS,FULTON,175-12912-000,0,13,19N,06W,234.33
Arkansas,EDNA  C  RAU,FULTON,175-12903-000,0,14,19N,06W,241.28
Arkansas,HAROLD KAY  MCCUNE%JUDITH A MCCUNE,FULTON,170-12792-000,0,21,19N,06W,241.28
Arkansas,JAMIE M  SULLIVAN,FULTON,170-12761-000,0,21,19N,06W,241.28
Arkansas,LONNIE R & LINDA  CASH,FULTON,165-12701-000,0,,,,241.28
Arkansas,ALFRED  QUARTUCCI%YOLANDA QUARTUCCI,FULTON,165-12697-000,0,,,,241.28
Arkansas,GLORIA WILLIAMS  RICCI,FULTON,165-12655-000,0,,,,241.28
Arkansas,JAMES V  MERKLEY,FULTON,160-12514-000,0,10,19N,06W,241.28
Arkansas,GORDON A & VIVIAN  PALMER%PALMER TRUST,FULTON,160-12443-000,0,,,,241.28
Arkansas,JOHN A & LOIS M  WEIDE,FULTON,160-12325-000,0,,,,250.38
Arkansas,BRENDA K & GEORGE W  BALLEW,FULTON,145-11716-000,0,,,,331.29
Arkansas,JOHN III  SALZ,FULTON,145-11594-000,0,,,,223.53
Arkansas,JUAN ALBERT  RAMIREZ,FULTON,140-11498-000,0,13,19N,06W,222.82
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT%CVSID-FORECLOSURE,FULTON,135-11406-000,0,,,,244.86
Arkansas,BERNICE  KUHN%MARK KUHN,FULTON,130-11315-000,0,,,,223.53
Arkansas,STEVEN A  MASTERS,FULTON,130-11287-000,0,,,,223.53
Arkansas,TODD A  MARTIN,FULTON,125-11234-000,0,,,,141.28
Arkansas,DAVID  ELKINS%RENATE ELKINS,FULTON,125-11214-000,0,,,,223.53
Arkansas,LEE  SCHULTE,FULTON,115-10731-000,0,,,,223.53
Arkansas,MARGARITA  MURADYAN,FULTON,115-10721-000,0,,,,239.43
Arkansas,HAROLD & ANITA  MCDONALD,UNION,04793-00964-0000,0,33,17S,15W,498.84
Arkansas,PEGGY DISON  MEEKS,UNION,02060-00025-0100,0.08,,,,3497.82
Arkansas,PEGGY DISON  MEEKS,UNION,02060-00025-0000,0,,,,2739.41
Arkansas,PEGGY DISON  MEEKS,UNION,02060-00021-0100,0,,,,825.04
Arkansas,EL DORADO  HABITAT FOR HUMANITY,UNION,00400-00069-0000,0.34,,,,4008.16
Arkansas,JOEY  ARMSTER,JEFFERSON,930-70408-000,0,32,05S,09W,6960.18
Arkansas,A'DIAMOND  JOHNSON & CHELSEA BEAVERS,JEFFERSON,930-55248-000,0,09,06S,09W,6601.89
Arkansas,KKL  INC,JEFFERSON,930-44895-000,0,36,05S,10W,5203.54
Arkansas,ANTHONY N  WEAVER,JEFFERSON,930-26754-000,0,11,06S,09W,1843.49
Arkansas,HIGH  HORSE ENTERTAINMENT INC,JEFFERSON,930-17865-521,0,12,06S,10W,1011.52
Arkansas,ROBERT MONTGOMERY,JEFFERSON,930-63109-000,0,31,5S,9W,2183.57
Arkansas,BROTHERS & MARY KAREN  HOLTHOFF%MARY KAREN JOHNSON,LINCOLN,700-00613-000,0.03,35,08S,05W,295.77
Arkansas,ROBERT V  HARPER (WATER-WELL),LINCOLN,111-00014-000,0.4,08,10S,07W,695.85
Arkansas,LINDA G WALTERS  ATKINSON,DREW,703-02160-000,0.16,26,12S,07W,6383.83
Arkansas,JAMEL L  STARLING/LAUREN C ROSE,PULASKI,34L1620007400,0,8,1N,12W,8236.74
Arkansas,LARRY  HANDY,PULASKI,34L0920017500,0,8,1N,12W,7099.94
Arkansas,RONNIE  TREAT,PULASKI,33N2560010500,0,27,2N,12W,10339.25
Arkansas,DANA  TURNAGE,PULASKI,33N2530003100,0.13,27,2N,12W,8163.87
Arkansas,TRACY LEE  INGLE,PULASKI,33N2180002100,0,26,2N,12W,8887.82
Arkansas,NATHANIEL/OLLIE  WILLIAMS,PULASKI,23N0460046700,0,31,2N,11W,9463.71
Arkansas,MAYBELL  COLE,PULASKI,23N0460039400,0,31,2N,11W,6986.98
Arkansas,ARTHUR L  MAYWEATHER,PULASKI,23N0460016100,0,31,2N,11W,11359.99
Arkansas,NATHANIEL  HOLMON,PULASKI,23N0460008500,0,31,2N,11W,9368.52
